,Unnamed: 0,qt_title,qt_content,ans_content
132,132,아두이노 스텝모터 제어,"스텝모터 : A50K-M566-G10(오토닉스)
스텝모터 드라이브 : MD5-HD14(오토닉스)

Stepper 헤더파일 없이 짜집기로 스텝모터 구동하는 코드를 작성했습니다.

이 코드는 시작하면 센서값(1) 이 HIGH 될 때까지 정회전, 센서값(1) HIGH되면 처음 시작 위치로 이동 
시작 위치 이동 후
센서값(2) HIGH 될 때까지 역회전, 센서값(2) HIGH되면 시작 위치로 이동
(센서값(1)+센서값(2)) / 2를 하여 원점으로 이동 합니다.
여기까지는 구동이 됩니다.

여기서 이제 시리얼통신에 10도라는 값을 입력하면 10도 만큼 이동합니다.

그 후 20도로 보내고 싶으면 스텝모터 특성상 20-10 = 10 해서 20도 위치 로 가야하는데

처음 10도 간 후 20을 입력하면 총 30도 위치만큼 갑니다.

예를 들어 처음에 10도를 주고 다시 -10도를 주면 -10도 가야하는데 0으로 갑니다.
어떻게 코딩을 해야 -10도로 갈수 있을까요? 너무 힘듭니다.",시리얼로 받은걸 음수값으로 변환해주는 작업이 필요하구요모터가 회전한 정보는 저장되어 있지 않으니코드에서 만들어야합니다시리얼 값을 바로 모터에 쏘지말고변수하나를 더 만들어 적용시켜보세요
133,133,아두이노 스텝모터 값 제어,"시리얼 통신에 값을 입력하면 스텝모터가 그 값의 각도만큼 회전하는 코딩을 만들었는데 문제는 스텝모터를 0~360도 안에서  값에 따라 절대적으로 그 각도안에 들게 하고 싶습니다.
 예를 들어서 시리얼통신에 700값을 입력하면 스텝모터를 약 120도까지 회전하고 시리얼통신에 800값을 입력하면 약 130도 회전합니다. 처음에 시리얼통신 700을 받으면 모터가 120도를 돌테고, 다음 시리얼통신을 800을 받았다면 아두이노가 전에 받았던 값을 잊어버리지 않고 계속 Feedback을 먹여서 130-120=10도 만큼만 이동을 하고 싶습니다. 즉, 모터가 위치를 기억하여 120도+130도가 아닌 120도 이후엔 처음 각도에서 130도 만큼 이동해야하는데 이미 120도를 회전했으니 총 10도만큼만 이동시키고 싶습니다.

최종적으로는 시리얼 통신값 700->800->700 순으로 입력하면, 처음 0도에서 120도를 회전하고, 다시 10도만큼 회전하고, 다시 -10도 만큼 회전을 하도록 설정하고 싶습니다.

이런부분에 대한 코딩이 어려워 질문드립니다.",700이 어떻게 120이 되고800이 어떻게 130이 되나요?추가문의는 https://cafe.naver.com/circuitsmanual
134,134,아두이노 물 감지 센서 여러개 연결,"아두이노를 잘 모르는 사람입니다.
물 감지 센서 3~4개 정도 구매해서 아두이노에 연결해 사용하고 싶은데요
한 아두이노에 센서 여러개를 연결할 수 있나요? 만약 이게 가능 하다면 어떤 아두이노를 구매해야되는지 알려주시면 감사하겠습니다.
만약 이게 안된다면 센서 개수랑 아두이노 개수랑 맞춰서 구매해야 하나요?",그럴 필요는 없습니다. 아두이노는 1개만 있으면 됩니다 . 보통 아두이노모듈에는 사용할수 있는 핀이 20개정도 있습니다. 따라서 센서갯수+LED나 LCD출력갯수+그외 필요한 장치에 들어가는 핀 갯수...이런것을 모두 합쳐서 20개이내면 됩니다. 만약 핀 갯수가 부족하다면 핀이 좀더 많은 아두이노 메가 같은 것을 사용하면 됩니다 .센서갯수만큼 아두이노를 사용하는 것은 돈 낭비입니다 참고하세요. 
135,135,"아두이노 코드 질문( 서보모터, 조도센서)","제가 하려는게
조도센서1이 가려지면 서모모터 1,2가 180도가 되고(계속)
조도선서2가 가려지면 서보모터 2,4가 180도가 되고 (계속, 1에서 올라갔던 모터가 내려오면 안됨)
조도센서3이 가려지면 모든 서보모터가 0도가 되는 거입니다.
조도센서 1,2,3 순으로 가릴거에요 
(기차역인데 출발역, 중간역, 종착역이에요)

제가 
조도센서 1이 가려지면 모터가 올라가서 지속되는거 까지는 했는데 조도센서2를 가려도 모터에 변화가 없어요ㅠㅠ 도와주세요....

#include <Servo.h>
const int servo1=12;
const int servo2=11;
const int servo3=10;
const int servo4=9;
const int jodo1=A0;
const int jodo2=A3;
const int jodo3=A7;
Servo ch1;
Servo ch2;
Servo ch3;
Servo ch4;

void setup(){
   ch1.attach(servo1);
  ch2.attach(servo2);
  ch3.attach(servo3);
  ch4.attach(servo4);
   Serial.begin(9600);
  }
void loop() {
  ch1.write(0);
  ch2.write(0);
  ch3.write(0);
  ch4.write(0);
  int val1 = analogRead(jodo1);
  int val2 = analogRead(jodo2);
  int val3 = analogRead(jodo3);
  Serial.println(val1);
  Serial.println(val2);
  Serial.println(val3);
  if(val1<800){
    while(true){
    ch1.write(180);
    ch2.write(180);
    ch3.write(0);
    ch4.write(0);
    delay(1000);
    if(val2<800){ break;}
  }}
  if(val2<800){
    while(true){
    ch1.write(0);
    ch2.write(180);
    ch3.write(0);
    ch4.write(180);
    delay(1000);
    if(val3<800){ break;}
  }}
  if(val3<800){
    while(true){
    ch1.write(0);
    ch2.write(0);
    ch3.write(0);
    ch4.write(0);
    delay(1000);
  }}
   }","조도센서1이 가려지면 서모모터 1,2가 180도가 되고(계속)조도선서2가 가려지면 서보모터 2,4가 180도가 되고 (계속, 1에서 올라갔던 모터가 내려오면 안됨)2,4가 아니고 3,4아닌가요?추가문의는 https://cafe.naver.com/circuitsmanual"
136,136,파이썬으로 아두이노의 데이터값을 받아 띄우려하는데 센서중 하나의 값만 따로 받아서 띄울수는 없을까요...?,"port=serial.Serial(포트,보드레이트)
data=port.readline().decode()
이렇게 쓰니까 아두이노의 시리얼모니터 값 전체를 불러오고 제가 원하는 센서값만을 올릴수는 없더라구요...
지금 센서를 여러가지 사용해서 이중에 두가지 값만을 뽑아서 계산에 사용해야 하는데 그 두가지 값만 불러오는 코드는 없을까요..? 웹서칭 진짜 열심히 했는데 죄다 저거만 나와서 정말 정신 나갈거 같아요... 제발 도와주세요 ㅠㅠㅠ","아두이노 쪽 코드도 같이 봐야 파이썬에서 사용이 가능합니다. 아두이노에서 값을 시리얼 통신으로 뚫어놔야 파이썬에서 사용이 가능하며그 방법은 Serial.println(센서 값); 을 사용하면 파이썬으로 값을 보낼 수 있습니다.아두이노 측에서 보내는 방식에 문제가 있는듯 하네요. 아마 그냥 무작정 센서값들만 Serial로 보내시는 듯 한데 그러면 불가능하고요, n자리씩 끊거나 센서값 끝 마다"";""같은 기호를 출력해서 그걸 기준으로 자르는 방식을 써야 합니다. 그냥 원하는거 아무거나 뽑아오는건 불가능합니다."
137,137,아두이노 코딩 좀 알려주세요ㅜ,"초음파센서로 거리를 측정해서 20cm미만일 때 파란led 20cm~400cm일 때 빨간led가
들어오고 빨간led가 들어왔을 때 스위치를 누르면 능동부저에서 주파수가 높게, 파란led
가 들어왔을 때 스위치를 누르면 능동부저에서 주파수가 낮게 출력되도록 코딩하고 싶은데
어렵네요ㅜㅜ 혹시 알려주시면 감사하겠습니다!!

//초음파센서로 거리에 따라서 LED 제어하기
int trig = 2, echo = 3;
int rLED = 13,bLED = 7;
int sw1 = 12; int b1 = 10;
void setup() {
  //시리얼 통신 설정
  Serial.begin(9600);
  //핀모드 설정
  pinMode(b1, OUTPUT);
  pinMode(sw1, INPUT_PULLUP);//sw를 인풋 풀업으로하여 스위치가 열려있다면 HIGH 스위치가 닫혀 있다면 LOW
  pinMode(trig, OUTPUT);
  pinMode(echo, INPUT);
  pinMode(rLED, OUTPUT);
  pinMode(bLED, OUTPUT);
}

void loop() {
  if(digitalRead(sw1) == LOW)// 스위치가 눌리면
    digitalWrite(b1, HIGH); // 부저 ON
  else
    digitalWrite(b1, LOW);  //부저 OFF
  float duration, distance;
  //초음파 발사 trig
  digitalWrite(trig, HIGH);
  delay(200);
  digitalWrite(trig, LOW);

  //초음파가 사물 맞고 돌아온 시간 저장
  duration = pulseIn(echo, HIGH);

  //시간을 거리로 cm단위 환산
  distance = ((float)(duration * 340) / 10000) / 2;

  //시리얼 모니터에 거리 출력
  Serial.print(""거리 : "");
  Serial.print(distance);
  Serial.println(""cm"");

  //거리에 따라 LED 제어하기
  if(distance <= 20){
    digitalWrite(bLED, HIGH);
    digitalWrite(rLED, LOW);
  }else if(distance <= 400){
    digitalWrite(bLED, LOW);
    digitalWrite(rLED, HIGH);
  }else{
    digitalWrite(bLED, LOW);
    digitalWrite(rLED, LOW);
  }
}","능동부저는 그게 안됩니다.능동부저는 내부에 회로가 갖춰져 있어서전원만 공급되면 음을 내는 역할을 합니다.사용법이 간단하고 회로를 복잡하게 구성할 필요가 없기 때문에 좋지만다른 음을 내지 못하기 때문에 하나의 스피커로 다양한 음을 낼 수는 없습니다.만약 analogWrite나 tone함수등을 이용하여 제어하려고 하면생각과는 다른 이상한 음이 나오거나, 음량만 줄고 같은 높이의 음이 나올 것으로 여겨집니다.음 조절을 하고 싶으시면 수동부저를 쓰세요."
138,138,아두이노 회로도 및 소스코드,"스위치 하나로 LED및 모터 on off하는거 아두이노로 가능한가요?

단 lead / write문 사용해서 부탁드립니다",스위치의 상태를 저장하기 위한 변수가 필요합니다.LED 상태를 저장하기 위한 변수가 필요합니다.1개가 아닌 여러개의 LED를 누를 때마다 차례로 키는 경우도 있겠죠LED 출력에 관한 부분만 조금 변경될 뿐 동일한 구조입니다.
139,139,ESP32 PWM 질문,"아두이노와 다르게 ESP32는 analogWrite 쓰면 안되고
채널을 설정하라는데
인터넷에 찾아봐도 도통 이해가 안되서요

방금 ESP32 RC카 질문 올렸는데 찾아보니 analogWrite를 쓰면 안된다고 해서 질문 올립니다.

채널이 0-15까지 있다는데 무슨 이야기인지...
DC모터를 돌리려는데 그럼 주파수와 해상도는 또 어떻게 해야 하는지...","무선 통신 모듈을 사용할 경우엔 통신 주파수, 채널을 맞춰야 서로 연결을 할 수 있습니다보드레이트와 채널을 서로 맞춰서(같은 숫자로) 하시면 됩니다"
140,140,엔트리 코딩 질문,"엔트리에서 오브젝트 하나의 모양이 총 4개가 있을 때
다음 버튼을 누르면 그 오브젝트의 다음 모양으로 변환하는 것까지는 했습니다.
이후 오브젝트의 모양 4가 보이고 나서는 다음 버튼을 눌러도 다음 모양으로 넘어가지 않도록 하는 건 어떻게 할 수 있나요?","안녕하세요. 런코딩에 ""코딩맨"" 선생님입니다.두가지 방법이 있을 것 같아요.방법1) 전부 다른 키를 누르도록해서 특정 모양으로 바꾸기 블록을 사용한다.방법2) 변수를 사용하여 4번 클릭이 되고 난 뒤에는 동작되지 않도록 조건을 사용해준다.즐거운 코딩하세요.도움이 되길 바래요 ^^안녕하세요 라율윈디가디입니다:)질문자님이 엔트리에 대하여 질문해 주셨는데요!라율윈디가디의 답변은....위 런코딩님이 답변해주신것 보다 더 편리한 방법이 있습니다.....입니다----답변이 도움이 되었다면? 또는 더 상세한 답변을 받고(/하고) 싶으시다면?----지식공유, 질문 카페이 답변을 채택하시면 내공의 50%를 돌려받으실 수 있습니다.또한 이 답변이 채택되어서 얻는 해피빈은 모두 기부할 예정입니다.1:1 질문은 언제든 환영입니다~그러면 좋은 하루 보내시길 바랍니다."
141,141,엔트리 중심점이 어디있나요? 내공 500,안나와요ㅜ,"안녕하세요. 런코딩에 ""코딩맨"" 선생님입니다.오브젝트를 클릭하면이렇게 표시가 될꺼고 가운데 동그라미 친 부분이 중심점입니다.이동방향에 따라서 노랑색 화살표의 방향이 바뀝니다.이동방향을 확인해보고 이 부분을 수정하면 화살표 방향도 바뀝니다.즐거운 코딩하세요.오브젝트를 말하시는 거라면 오브젝트를 클릭하면 나오는 가운데의 점입니다.중심점을 기준으로 x또는 y로 움직이기 때문에 중심점의 위치가 중요합니다...오브젝트 클릭하면 중간에 중심점이 뜹니다만약 뜨지 않는다면 저도 잘..."
142,142,아두이노 Rc카 초음파센서로 장애물 회피 코드...,혹시 아두이노 Rc카 초음파센서로 장애물 회피 하는 코드 아시는 분 내공 100점 드릴게요,"그런건 정해진 코드가 아닙니다.단순히 사람 입장에서 생각해봐도앞면에 장애물이 있을 경우,왼쪽으로 돌아갈지, 오른쪽으로 돌아갈지,돌아가면 얼마나 돌아가야 할지 그런걸 모두 다 알게 모르게 빠르게 결정짓고 그에 맞춰 행동하죠.더군다나 아두이노를 이용하여 만든 자동차는사용하는 부품에 따라 작동 방식과 코드가 달라지죠.이 때문에 정형화된 회피기동 코드가 존재하기 힘듭니다.물론 정면에 있는 초음파 거리측정센서 하나로는 완전한 회피 기동은 힘들겁니다.미로찾기 자동차 같은 경우에는전면과 좌우로 3면을 초음파센서로 만들고,제자리에서 회전까지 가능하게 만들어 미로를 찾게 만들 수도 있구요.그저 앞에 장애물이 생겼을 경우자동차가 어떻게 움직여야 할지를 먼저 생각해보고,그 움직임을 순서대로 나누고, 이를 프로그램으로 구현하는 방식을 쓰는게 맞습니다.그 와중에 계속 센서로 감지를 하여 보다 능동적인 회피기동을 할 수도 있고,센서 감지를 하지 않고 단순히 회피기동을 하도록 만들 수도 있죠.(물론 센서를 쓰지 않으면 그만큼 정형화된 장애물만을 처리 가능하겠구요.)마지막으로 RC카의 RC는 Remote Control입니다.사람이 원격으로 조종하는 자동차인데 여기에 자동으로 장애물 회피기동을 하는 코드가 들어갈 이유는 별로 없죠.아마 그냥 RC카라는 단어의 의미를 제대로 알고 계시지 못하여 그런 것이라 이해하겠습니다."
143,143,아두이노로 전자석 5V나 12V 42개를 정상적으로 컨트롤할 수 있을까요?,"전원연결안하고 배터리로만 쓴다면 될까요?
배터리는 5cm*15cm*25cm정도까지 커버될거같네요
전자석은 초소형 전자석을 사용할 예정입니다.
https://ko.aliexpress.com/item/32994742835.html?spm=a2g0o.productlist.0.0.283748929vv8Xn&algo_pvid=96edbad6-a0b9-4e24-a241-17747b8ec8de&algo_exp_id=96edbad6-a0b9-4e24-a241-17747b8ec8de-12&pdp_ext_f=%7B%22sku_id%22%3A%2266967880687%22%7D&pdp_npi=2%40dis%21KRW%211355.0%211355.0%21%21%21%21%21%402101e9d116703056511092413ea101%2166967880687%21sea&curPageLogUid=ikPpoPEqAvUU
이런거요! 근데 벨브기능은 필요없어서 저건 없앨까싶어요 자력만 필요해서","아두이노에서는 컨트롤하는 전압/전류만 공급할 뿐,아두이노의 자체 전력으로는 솔레노이드에 직접 전력을 공급하는건 불가능합니다.솔레노이드가 일종의 전자석이니 내부에서 움직이는 장치를 없애면 그냥 전자석이 맞죠.이건 상관 없습니다.아두이노의 각 핀은 낼 수 있는 출력이 한정적이구요,상시 20mA정도를 한계로 보는 경우가 일반적입니다.(피크-순간 최대 전류는 60mA까지 보장되지만 이게 오랜시간 유지되면 파손되지요.)때문에 조금만 출력이 강한 장치를 제어해야 할 때는 제어용으로는 트랜지스터나 모스펫, 릴레이 등의 제어소자를 이용하여 간접제어를 하게 됩니다.280mA의 전류이므로 적당한 NPN트랜지스터를 이용하면실제로 아두이노의 핀에서 출력되는 전류(B-E전류)는 수mA밖에 안됩니다.(10mA면 충분하다 못해 넘칠겁니다.)그나마 모스펫을 쓰게 되면 전류 출력의 거의 없는 수준이 되구요.문제는 배터리의 출력이고,일반적인 AA사이즈 건전지의 경우 출력이 부족할 수도 있다 여겨집니다.링크의 제품은 표준이 3V 170mA이나 최대 4.5V 280mA를 쓰데 되는데(발열이 많아져서 3V를 쓰는게 좋음)3V를 쓸 경우170mA * 42 = 7.14A라는 굉장한 출력이 요구됩니다.(물론 3V밖에 안되니 끽해야 20W를 좀 넘는 전력량이지만요.)일반적인 AA 규격 건전지를 쓰기에는 출력이 부족할 것 같고,리튬이온전지같은 고출력 전지를 쓰셔야 할 것 같네요."
